description,city_name,date
"In Kanpur during 12/2015, the average temperature was 17.22°C, with highs up to 29.30°C and lows down to 7.40°C. There were 10.00 hours of precipitation and total precipitation of 3.80 mm. There were 291.94 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Kanpur,2015-12
"In Kanpur during 01/2016, the average temperature was 16.61°C, with highs up to 27.70°C and lows down to 6.40°C. There were 15.00 hours of precipitation and total precipitation of 17.20 mm. There were 290.78 hours of sunshine, with an average of 10.68 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Kanpur,2016-01
"In Kanpur during 02/2016, the average temperature was 20.11°C, with highs up to 31.90°C and lows down to 8.60°C. There were 8.00 hours of precipitation and total precipitation of 1.60 mm. There were 291.31 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Cloudy occurring on 10 days.",Kanpur,2016-02
"In Kanpur during 03/2016, the average temperature was 25.76°C, with highs up to 37.90°C and lows down to 15.40°C. There were 17.00 hours of precipitation and total precipitation of 9.20 mm. There were 335.45 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Cloudy occurring on 13 days.",Kanpur,2016-03
"In Kanpur during 04/2016, the average temperature was 31.95°C, with highs up to 42.20°C and lows down to 20.60°C. There were 3.00 hours of precipitation and total precipitation of 0.70 mm. There were 342.32 hours of sunshine, with an average of 12.80 hours of daylight. The most frequent weather was Cloudy occurring on 20 days.",Kanpur,2016-04
"In Kanpur during 05/2016, the average temperature was 33.32°C, with highs up to 43.60°C and lows down to 22.00°C. There were 24.00 hours of precipitation and total precipitation of 15.80 mm. There were 387.76 hours of sunshine, with an average of 13.45 hours of daylight. The most frequent weather was Partly Cloudy occurring on 7 days.",Kanpur,2016-05
"In Kanpur during 06/2016, the average temperature was 33.16°C, with highs up to 42.20°C and lows down to 25.90°C. There were 101.00 hours of precipitation and total precipitation of 110.70 mm. There were 333.32 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Mainly Sunny occurring on 6 days.",Kanpur,2016-06
"In Kanpur during 07/2016, the average temperature was 28.58°C, with highs up to 36.30°C and lows down to 24.90°C. There were 405.00 hours of precipitation and total precipitation of 377.20 mm. There were 198.57 hours of sunshine, with an average of 13.61 hours of daylight. The most frequent weather was Rain occurring on 15 days.",Kanpur,2016-07
"In Kanpur during 08/2016, the average temperature was 28.12°C, with highs up to 33.80°C and lows down to 23.60°C. There were 284.00 hours of precipitation and total precipitation of 227.90 mm. There were 229.36 hours of sunshine, with an average of 13.04 hours of daylight. The most frequent weather was Rain occurring on 10 days.",Kanpur,2016-08
"In Kanpur during 09/2016, the average temperature was 27.96°C, with highs up to 32.90°C and lows down to 23.60°C. There were 148.00 hours of precipitation and total precipitation of 94.20 mm. There were 302.87 hours of sunshine, with an average of 12.30 hours of daylight. The most frequent weather was Light Drizzle occurring on 12 days.",Kanpur,2016-09
"In Kanpur during 10/2016, the average temperature was 25.68°C, with highs up to 33.40°C and lows down to 16.30°C. There were 51.00 hours of precipitation and total precipitation of 45.00 mm. There were 321.39 hours of sunshine, with an average of 11.52 hours of daylight. The most frequent weather was Sunny occurring on 20 days.",Kanpur,2016-10
"In Kanpur during 11/2016, the average temperature was 21.40°C, with highs up to 30.40°C and lows down to 13.10°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 298.53 hours of sunshine, with an average of 10.85 hours of daylight. The most frequent weather was Sunny occurring on 27 days.",Kanpur,2016-11
"In Kanpur during 12/2016, the average temperature was 17.17°C, with highs up to 26.40°C and lows down to 8.70°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 292.66 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kanpur,2016-12
"In Kanpur during 01/2017, the average temperature was 15.38°C, with highs up to 26.50°C and lows down to 4.50°C. There were 23.00 hours of precipitation and total precipitation of 11.00 mm. There were 289.33 hours of sunshine, with an average of 10.69 hours of daylight. The most frequent weather was Cloudy occurring on 11 days.",Kanpur,2017-01
"In Kanpur during 02/2017, the average temperature was 19.10°C, with highs up to 32.60°C and lows down to 9.30°C. There were 2.00 hours of precipitation and total precipitation of 0.20 mm. There were 285.62 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Cloudy occurring on 12 days.",Kanpur,2017-02
"In Kanpur during 03/2017, the average temperature was 24.13°C, with highs up to 40.10°C and lows down to 11.40°C. There were 21.00 hours of precipitation and total precipitation of 9.20 mm. There were 340.79 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Kanpur,2017-03
"In Kanpur during 04/2017, the average temperature was 31.12°C, with highs up to 41.90°C and lows down to 20.90°C. There were 9.00 hours of precipitation and total precipitation of 15.10 mm. There were 350.53 hours of sunshine, with an average of 12.80 hours of daylight. The most frequent weather was Sunny occurring on 10 days.",Kanpur,2017-04
"In Kanpur during 05/2017, the average temperature was 33.40°C, with highs up to 43.70°C and lows down to 23.40°C. There were 20.00 hours of precipitation and total precipitation of 18.30 mm. There were 387.94 hours of sunshine, with an average of 13.45 hours of daylight. The most frequent weather was Cloudy occurring on 12 days.",Kanpur,2017-05
"In Kanpur during 06/2017, the average temperature was 33.38°C, with highs up to 43.90°C and lows down to 26.20°C. There were 67.00 hours of precipitation and total precipitation of 40.70 mm. There were 369.26 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Light Drizzle occurring on 10 days.",Kanpur,2017-06
"In Kanpur during 07/2017, the average temperature was 28.40°C, with highs up to 33.80°C and lows down to 24.70°C. There were 335.00 hours of precipitation and total precipitation of 278.30 mm. There were 188.45 hours of sunshine, with an average of 13.61 hours of daylight. The most frequent weather was Rain occurring on 12 days.",Kanpur,2017-07
"In Kanpur during 08/2017, the average temperature was 28.56°C, with highs up to 33.90°C and lows down to 25.10°C. There were 257.00 hours of precipitation and total precipitation of 235.50 mm. There were 200.00 hours of sunshine, with an average of 13.05 hours of daylight. The most frequent weather was Rain occurring on 14 days.",Kanpur,2017-08
"In Kanpur during 09/2017, the average temperature was 28.75°C, with highs up to 34.50°C and lows down to 23.30°C. There were 100.00 hours of precipitation and total precipitation of 69.20 mm. There were 299.94 hours of sunshine, with an average of 12.30 hours of daylight. The most frequent weather was Cloudy occurring on 8 days.",Kanpur,2017-09
"In Kanpur during 10/2017, the average temperature was 27.47°C, with highs up to 35.60°C and lows down to 17.90°C. There were 9.00 hours of precipitation and total precipitation of 3.90 mm. There were 323.00 hours of sunshine, with an average of 11.53 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Kanpur,2017-10
"In Kanpur during 11/2017, the average temperature was 20.88°C, with highs up to 30.70°C and lows down to 10.10°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 277.85 hours of sunshine, with an average of 10.85 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kanpur,2017-11
"In Kanpur during 12/2017, the average temperature was 16.38°C, with highs up to 25.00°C and lows down to 8.10°C. There were 2.00 hours of precipitation and total precipitation of 2.20 mm. There were 259.69 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Cloudy occurring on 16 days.",Kanpur,2017-12
"In Kanpur during 01/2018, the average temperature was 13.92°C, with highs up to 25.10°C and lows down to 4.80°C. There were 3.00 hours of precipitation and total precipitation of 0.50 mm. There were 295.95 hours of sunshine, with an average of 10.69 hours of daylight. The most frequent weather was Sunny occurring on 21 days.",Kanpur,2018-01
"In Kanpur during 02/2018, the average temperature was 18.85°C, with highs up to 32.60°C and lows down to 9.80°C. There were 10.00 hours of precipitation and total precipitation of 5.80 mm. There were 259.91 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Cloudy occurring on 14 days.",Kanpur,2018-02
"In Kanpur during 03/2018, the average temperature was 25.02°C, with highs up to 36.80°C and lows down to 15.30°C. There were 6.00 hours of precipitation and total precipitation of 3.90 mm. There were 331.65 hours of sunshine, with an average of 12.01 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Kanpur,2018-03
"In Kanpur during 04/2018, the average temperature was 29.60°C, with highs up to 40.60°C and lows down to 19.70°C. There were 25.00 hours of precipitation and total precipitation of 21.80 mm. There were 320.70 hours of sunshine, with an average of 12.79 hours of daylight. The most frequent weather was Sunny occurring on 8 days.",Kanpur,2018-04
"In Kanpur during 05/2018, the average temperature was 32.59°C, with highs up to 43.20°C and lows down to 22.90°C. There were 20.00 hours of precipitation and total precipitation of 40.60 mm. There were 333.39 hours of sunshine, with an average of 13.44 hours of daylight. The most frequent weather was Drizzle occurring on 6 days.",Kanpur,2018-05
"In Kanpur during 06/2018, the average temperature was 34.25°C, with highs up to 42.20°C and lows down to 25.90°C. There were 80.00 hours of precipitation and total precipitation of 37.00 mm. There were 327.78 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Partly Cloudy occurring on 7 days.",Kanpur,2018-06
"In Kanpur during 07/2018, the average temperature was 29.91°C, with highs up to 37.20°C and lows down to 24.90°C. There were 373.00 hours of precipitation and total precipitation of 469.60 mm. There were 218.58 hours of sunshine, with an average of 13.62 hours of daylight. The most frequent weather was Rain occurring on 10 days.",Kanpur,2018-07
